JTSJOL
100
110.1479
102.87592
96.50781
97.61709
92.50205
89.93426
94.04273
83.03205
83.09367
76.6023
74.95892
72.37058
77.69104
69.37141
73.3977
73.45933
72.06245
70.15201
71.09696
72.53492
67.58422
71.93919
69.94659
62.4281
71.89811
65.28348
62.94166
65.89975
68.52917
69.80279
63.12654
65.81758
63.31142
68.40592
66.10518
67.39934
71.1175
71.44618
71.73377
74.26048
77.19803
68.71405
80.11504
73.04848
78.65653
81.553
69.02219
80.83402
78.61545
80.13558
82.55957
87.75678
78.92358
83.64832
89.09203
85.45604
89.89318
86.64749
84.59326
85.16845
90.46836
87.51027
96.67214
100.96549
92.54314
95.00822
91.76253
97.35004
98.15119
95.37798
93.0567
91.80362
97.57601
94.86442
101.19145
99.01397
96.52835
100.28759
95.89154
94.20707
96.17913
96.05588
93.20049
90.3862
94.57683
86.95563
86.38044
84.71652
87.0378
79.06738
78.06081
76.19145
66.55711
69.90551
64.87264
62.83895
56.10107
58.2991
51.78718
48.13065
52.87592
51.70501
46.50781
48.58258
50.96549
49.75349
50.02054
51.08874
58.19638
54.45768
55.03287
66.08463
62.01726
57.78554
64.23583
62.14051
59.81923
66.88578
64.37962
60.99014
63.68118
66.00247
66.82416
68.54971
65.87921
71.22021
75.51356
68.9811
77.30074
74.97946
71.58998
75.22597
80.19721
74.05505
81.67625
79.66311
79.31389
80.44371
77.85538
78.86196
79.31389
78.22514
77.79376
78.8825
80.42317
81.77896
83.81265
83.77157
85.72309
85.57929
81.05998
84.47001
84.32621
87.67461
82.21035
82.0871
84.86031
89.29745
90.13969
95.76828
98.08956
102.69104
101.04766
110.57929
100.16434
104.06738
96.93919
102.32128
110.45604
111.13394
107.29252
117.62531
114.76993
108.03205
126.27362
113.33196
111.95563
120.09039
114.29745
116.63928
122.78143
118.0567
126.35579
120.62449
118.63188
118.69351
125.06163
117.50205
119.72062
115.36565
120.41906
119.78225
115.52999
120.68611
120.13147
126.47905
119.57683
130.8751
130.42317
130.4848
128.51274
131.57354
126.6023
127.44454
135.39441
134.14133
141.61873
145.97371
146.38455
151.86935
152.87592
150.82169
151.84881
155.97781
156.65571
153.63599
156.63517
146.71323
153.53328
151.43796
151.68447
148.89071
147.37058
149.97946
144.45357
151.212
139.42071
131.9433
