UNRATE
87.17949
97.4359
102.5641
100
89.74359
92.30769
92.30769
100
97.4359
94.87179
97.4359
102.5641
110.25641
120.51282
128.20513
135.89744
156.41026
158.97436
171.79487
174.35897
169.23077
202.5641
164.10256
169.23077
166.66667
164.10256
161.53846
148.71795
141.02564
138.46154
128.20513
115.38462
112.82051
107.69231
107.69231
110.25641
94.87179
87.17949
87.17949
79.48718
76.92308
82.05128
79.48718
79.48718
84.61538
89.74359
89.74359
79.48718
82.05128
79.48718
74.35897
74.35897
76.92308
76.92308
82.05128
87.17949
79.48718
76.92308
71.79487
69.23077
74.35897
66.66667
66.66667
69.23077
64.10256
64.10256
66.66667
69.23077
74.35897
79.48718
89.74359
115.38462
125.64103
133.33333
146.15385
151.28205
151.28205
143.58974
148.71795
153.84615
156.41026
146.15385
135.89744
128.20513
125.64103
120.51282
117.94872
120.51282
110.25641
107.69231
102.5641
107.69231
105.12821
110.25641
107.69231
107.69231
102.5641
100
107.69231
102.5641
110.25641
110.25641
112.82051
105.12821
100
100
110.25641
107.69231
107.69231
100
94.87179
100
105.12821
110.25641
107.69231
105.12821
112.82051
115.38462
130.76923
133.33333
148.71795
164.10256
171.79487
189.74359
189.74359
187.17949
192.30769
189.74359
182.05128
171.79487
158.97436
158.97436
153.84615
151.28205
143.58974
133.33333
130.76923
128.20513
130.76923
133.33333
141.02564
146.15385
148.71795
135.89744
133.33333
123.07692
138.46154
133.33333
130.76923
138.46154
141.02564
143.58974
141.02564
156.41026
156.41026
169.23077
169.23077
176.92308
176.92308
179.48718
182.05128
176.92308
179.48718
169.23077
171.79487
166.66667
156.41026
153.84615
148.71795
141.02564
143.58974
143.58974
141.02564
141.02564
138.46154
146.15385
143.58974
138.46154
146.15385
141.02564
146.15385
151.28205
146.15385
146.15385
151.28205
143.58974
143.58974
138.46154
141.02564
141.02564
146.15385
141.02564
143.58974
138.46154
138.46154
135.89744
130.76923
133.33333
125.64103
128.20513
130.76923
130.76923
123.07692
128.20513
125.64103
130.76923
120.51282
123.07692
117.94872
117.94872
112.82051
112.82051
110.25641
107.69231
105.12821
102.5641
102.5641
97.4359
97.4359
97.4359
100
97.4359
97.4359
97.4359
94.87179
94.87179
92.30769
97.4359
100
97.4359
97.4359
97.4359
97.4359
100
97.4359
97.4359
97.4359
102.5641
100
97.4359
94.87179
97.4359
94.87179
89.74359
89.74359
94.87179
94.87179
89.74359
87.17949
87.17949
87.17949
87.17949
87.17949
87.17949
87.17949
87.17949
87.17949
89.74359
89.74359
89.74359
94.87179
94.87179
89.74359
89.74359
100
107.69231
112.82051
117.94872
123.07692
125.64103
128.20513
130.76923
138.46154
141.02564
151.28205
156.41026
151.28205
151.28205
153.84615
151.28205
151.28205
151.28205
153.84615
156.41026
153.84615
148.71795
153.84615
153.84615
148.71795
146.15385
148.71795
146.15385
146.15385
146.15385
143.58974
143.58974
141.02564
143.58974
135.89744
133.33333
125.64103
128.20513
125.64103
128.20513
125.64103
125.64103
123.07692
123.07692
123.07692
117.94872
123.07692
125.64103
130.76923
133.33333
130.76923
130.76923
130.76923
138.46154
141.02564
141.02564
151.28205
153.84615
169.23077
184.61538
207.69231
207.69231
220.51282
225.64103
230.76923
225.64103
220.51282
215.38462
215.38462
215.38462
212.82051
210.25641
202.5641
197.4359
194.87179
197.4359
189.74359
194.87179
200
200
194.87179
197.4359
200
200
192.30769
194.87179
189.74359
184.61538
179.48718
184.61538
176.92308
179.48718
174.35897
174.35897
174.35897
164.10256
164.10256
161.53846
161.53846
156.41026
153.84615
151.28205
158.97436
151.28205
153.84615
148.71795
151.28205
153.84615
151.28205
151.28205
148.71795
148.71795
143.58974
146.15385
146.15385
153.84615
151.28205
153.84615
151.28205
153.84615
161.53846
161.53846
161.53846
176.92308
192.30769
194.87179
200
197.4359
192.30769
192.30769
192.30769
184.61538
192.30769
189.74359
189.74359
184.61538
192.30769
192.30769
184.61538
189.74359
194.87179
202.5641
212.82051
217.94872
220.51282
228.20513
230.76923
238.46154
241.02564
246.15385
251.28205
251.28205
258.97436
266.66667
276.92308
276.92308
266.66667
266.66667
264.10256
261.53846
258.97436
258.97436
241.02564
243.58974
235.89744
225.64103
217.94872
212.82051
205.12821
200
200
197.4359
189.74359
184.61538
192.30769
192.30769
187.17949
189.74359
184.61538
187.17949
187.17949
184.61538
184.61538
187.17949
184.61538
189.74359
189.74359
182.05128
182.05128
182.05128
179.48718
179.48718
171.79487
184.61538
184.61538
182.05128
184.61538
184.61538
179.48718
176.92308
179.48718
179.48718
176.92308
169.23077
169.23077
169.23077
169.23077
161.53846
161.53846
158.97436
156.41026
153.84615
151.28205
153.84615
148.71795
146.15385
146.15385
146.15385
146.15385
138.46154
143.58974
138.46154
138.46154
143.58974
138.46154
138.46154
135.89744
135.89744
138.46154
133.33333
128.20513
133.33333
133.33333
135.89744
133.33333
133.33333
135.89744
135.89744
138.46154
138.46154
138.46154
135.89744
133.33333
138.46154
138.46154
133.33333
141.02564
146.15385
151.28205
151.28205
158.97436
161.53846
164.10256
169.23077
174.35897
171.79487
176.92308
176.92308
174.35897
176.92308
176.92308
179.48718
179.48718
187.17949
187.17949
189.74359
189.74359
189.74359
194.87179
200
197.4359
194.87179
194.87179
187.17949
189.74359
189.74359
187.17949
182.05128
179.48718
182.05128
182.05128
179.48718
176.92308
174.35897
171.79487
174.35897
169.23077
166.66667
169.23077
169.23077
166.66667
164.10256
156.41026
156.41026
156.41026
153.84615
151.28205
148.71795
143.58974
141.02564
143.58974
138.46154
138.46154
148.71795
143.58974
143.58974
146.15385
146.15385
143.58974
141.02564
143.58974
143.58974
143.58974
141.02564
141.02564
143.58974
143.58974
135.89744
141.02564
130.76923
133.33333
133.33333
138.46154
138.46154
135.89744
133.33333
133.33333
130.76923
125.64103
128.20513
125.64103
123.07692
125.64103
120.51282
117.94872
120.51282
117.94872
117.94872
120.51282
110.25641
112.82051
115.38462
115.38462
115.38462
117.94872
115.38462
112.82051
112.82051
110.25641
112.82051
107.69231
110.25641
107.69231
110.25641
110.25641
107.69231
107.69231
105.12821
105.12821
102.5641
102.5641
105.12821
102.5641
97.4359
102.5641
102.5641
102.5641
105.12821
100
100
100
100
107.69231
107.69231
110.25641
112.82051
110.25641
115.38462
117.94872
125.64103
128.20513
135.89744
141.02564
146.15385
146.15385
146.15385
146.15385
151.28205
148.71795
148.71795
148.71795
146.15385
146.15385
146.15385
151.28205
153.84615
148.71795
151.28205
151.28205
153.84615
156.41026
161.53846
158.97436
156.41026
156.41026
153.84615
148.71795
146.15385
146.15385
143.58974
148.71795
143.58974
143.58974
143.58974
141.02564
138.46154
138.46154
141.02564
138.46154
138.46154
135.89744
138.46154
133.33333
133.33333
130.76923
128.20513
128.20513
125.64103
128.20513
128.20513
128.20513
125.64103
120.51282
123.07692
120.51282
120.51282
117.94872
117.94872
120.51282
120.51282
115.38462
112.82051
115.38462
112.82051
117.94872
115.38462
112.82051
115.38462
112.82051
117.94872
120.51282
117.94872
120.51282
120.51282
120.51282
128.20513
128.20513
125.64103
130.76923
128.20513
138.46154
143.58974
148.71795
156.41026
156.41026
166.66667
174.35897
187.17949
200
212.82051
223.07692
230.76923
241.02564
243.58974
243.58974
246.15385
251.28205
256.41026
253.84615
253.84615
251.28205
251.28205
253.84615
253.84615
246.15385
241.02564
241.02564
243.58974
243.58974
241.02564
251.28205
238.46154
233.33333
230.76923
230.76923
233.33333
230.76923
233.33333
230.76923
230.76923
230.76923
225.64103
220.51282
217.94872
212.82051
212.82051
210.25641
210.25641
210.25641
210.25641
210.25641
207.69231
200
200
197.4359
202.5641
205.12821
197.4359
192.30769
194.87179
192.30769
192.30769
187.17949
184.61538
184.61538
184.61538
176.92308
171.79487
169.23077
171.79487
171.79487
158.97436
161.53846
156.41026
158.97436
156.41026
151.28205
146.15385
148.71795
143.58974
146.15385
141.02564
138.46154
138.46154
143.58974
135.89744
133.33333
130.76923
128.20513
128.20513
130.76923
128.20513
125.64103
125.64103
128.20513
128.20513
123.07692
125.64103
123.07692
125.64103
128.20513
125.64103
120.51282
120.51282
120.51282
117.94872
112.82051
112.82051
112.82051
110.25641
110.25641
112.82051
107.69231
105.12821
107.69231
105.12821
105.12821
105.12821
102.5641
102.5641
97.4359
102.5641
97.4359
97.4359
94.87179
97.4359
94.87179
100
102.5641
97.4359
97.4359
92.30769
92.30769
94.87179
94.87179
94.87179
89.74359
92.30769
89.74359
89.74359
92.30769
89.74359
